img,true_label,predicted_class,x,y,r_attack,g_attack,b_attack,r_original,g_original,b_original
a_2455.png,2,1,14,14,203,173,207,52,53,58
a_2456.png,0,1,6,8,120,0,63,196,187,189
a_2457.png,9,1,8,7,99,43,38,217,225,231
a_2458.png,8,1,22,24,10,36,22,244,236,226
a_2459.png,2,6,18,20,106,0,32,207,204,191
a_2460.png,7,1,20,26,157,252,254,19,0,3
a_2461.png,6,1,9,23,250,247,253,86,107,134
a_2462.png,2,0,6,3,55,27,29,135,176,222
a_2463.png,7,9,18,27,77,111,22,246,246,234
a_2464.png,1,0,7,9,174,149,255,73,99,141
a_2465.png,0,8,22,5,224,221,249,63,63,63
a_2466.png,5,1,22,13,4,35,64,144,142,140
a_2467.png,0,9,26,11,193,228,252,19,51,75
a_2468.png,1,9,20,16,171,185,209,108,104,105
a_2469.png,3,5,27,5,28,109,62,213,221,237
a_2470.png,1,9,24,2,11,0,10,244,245,243
a_2471.png,9,1,9,6,15,234,0,251,251,251
a_2472.png,8,1,2,31,3,47,73,179,215,234
a_2473.png,6,2,18,1,174,81,112,253,252,252
a_2474.png,9,0,3,14,0,102,121,203,131,186
a_2475.png,0,2,10,9,8,17,46,61,205,231
a_2476.png,8,1,27,6,238,202,255,96,89,110
a_2477.png,6,2,23,14,123,200,0,60,53,32
a_2478.png,0,1,6,5,22,3,148,201,236,229
a_2479.png,9,1,17,16,251,248,120,51,62,77
a_2480.png,0,1,6,17,8,15,2,249,243,233
a_2481.png,5,3,30,24,26,21,125,206,206,190
a_2482.png,5,1,25,26,0,4,122,248,245,251
a_2483.png,7,9,24,5,53,0,108,235,237,231
a_2484.png,8,1,26,8,53,0,0,246,250,248
a_2485.png,8,0,18,4,26,0,72,185,179,186
a_2486.png,9,1,16,12,52,44,50,247,242,246
a_2487.png,8,0,26,15,8,16,99,213,182,165
a_2488.png,5,3,26,26,33,25,68,208,232,233
a_2489.png,2,5,11,16,86,52,133,255,252,252
a_2490.png,4,2,20,21,4,59,35,132,151,112
a_2491.png,8,1,8,6,255,237,246,62,137,191
a_2492.png,6,3,7,18,1,1,6,161,154,147
a_2493.png,8,9,13,5,0,0,254,162,160,157
a_2494.png,7,0,8,25,90,27,52,255,255,255
a_2495.png,0,1,9,23,196,137,2,188,211,221
a_2496.png,3,5,10,22,0,0,3,145,126,111
a_2497.png,6,1,15,19,12,53,64,194,194,181
a_2498.png,3,9,4,22,75,0,170,229,227,222
a_2499.png,2,0,13,2,114,0,0,255,255,253
a_2500.png,5,1,6,20,56,102,22,224,229,228
a_2501.png,0,1,6,6,57,8,80,154,188,217
a_2502.png,6,1,13,18,71,175,255,75,82,73
a_2503.png,3,1,19,17,114,79,0,248,249,250
a_2504.png,5,0,7,16,13,7,5,149,138,108
a_2505.png,7,0,11,18,11,19,48,245,236,198
a_2506.png,3,7,18,10,0,77,127,206,185,169
a_2507.png,5,9,26,14,213,212,251,0,0,0
a_2508.png,7,0,6,23,121,16,54,255,255,255
a_2509.png,3,1,12,17,0,0,79,231,217,207
a_2510.png,9,0,15,25,0,153,39,249,200,29
a_2511.png,5,9,8,10,28,10,60,236,233,241
a_2512.png,5,1,25,9,248,232,188,90,78,42
a_2513.png,7,1,17,22,100,255,255,91,75,60
a_2514.png,2,9,24,22,245,229,226,17,10,16
a_2515.png,0,9,2,12,2,8,20,209,190,167
a_2516.png,8,9,21,13,65,255,249,71,71,71
a_2517.png,8,1,23,13,255,255,136,15,17,18
a_2518.png,6,9,18,16,28,9,10,149,155,138
a_2519.png,8,0,9,29,125,22,201,201,235,248
a_2520.png,9,1,18,11,65,70,89,207,207,207
a_2521.png,2,6,18,16,23,109,34,197,192,210
a_2522.png,5,3,11,8,0,134,0,187,141,113
a_2523.png,6,1,10,19,9,36,89,247,243,206
a_2524.png,5,2,21,15,9,71,27,239,237,235
a_2525.png,0,8,14,22,200,0,131,184,199,213
a_2526.png,6,1,14,19,39,19,16,188,133,117
a_2527.png,5,1,22,14,72,11,80,203,197,225
a_2528.png,0,7,22,3,74,0,0,225,215,227
a_2529.png,3,0,25,26,63,0,137,237,231,223
a_2530.png,2,1,16,18,7,18,53,241,240,219
a_2531.png,7,5,6,12,42,51,0,164,165,157
a_2532.png,4,0,10,7,9,11,136,96,98,98
a_2533.png,5,1,3,17,34,4,147,244,238,250
a_2534.png,8,1,25,18,244,213,249,18,41,34
a_2535.png,8,9,21,20,255,149,255,87,91,116
a_2536.png,6,1,17,2,188,225,255,46,6,3
a_2537.png,9,1,18,22,109,92,0,232,229,228
a_2538.png,1,9,11,16,132,24,250,253,254,248
a_2539.png,3,7,19,7,199,227,234,114,79,51
a_2540.png,8,1,23,18,255,255,255,67,43,6
a_2541.png,8,0,22,15,43,0,0,193,203,196
a_2542.png,8,0,23,12,54,0,0,162,149,146
a_2543.png,3,5,6,8,81,21,4,176,163,158
a_2544.png,8,1,8,9,5,63,71,240,249,247
a_2545.png,6,1,13,21,233,14,73,173,197,112
a_2546.png,8,1,23,10,242,232,235,100,88,79
a_2547.png,5,7,25,18,10,1,7,187,138,137
a_2548.png,8,1,3,25,0,70,49,248,251,253
a_2549.png,5,7,14,20,16,20,32,243,244,244
a_2550.png,6,0,9,2,0,36,101,187,200,215
a_2551.png,3,1,23,16,25,20,206,231,146,142
a_2552.png,0,9,18,5,163,0,70,252,252,252
a_2553.png,9,1,10,18,174,36,57,227,233,228
a_2554.png,8,9,6,15,64,5,7,249,249,249
a_2555.png,2,1,8,5,9,5,0,90,197,239
a_2556.png,6,3,9,16,12,10,86,180,174,147
a_2557.png,2,0,5,16,53,66,75,248,246,248
a_2558.png,1,0,6,13,9,152,164,241,244,252
a_2559.png,3,7,17,17,23,30,101,216,200,200
a_2560.png,2,0,10,21,49,0,0,192,220,249
a_2561.png,1,8,16,7,255,125,0,243,243,240
a_2562.png,0,1,5,8,17,13,152,255,255,255
a_2563.png,9,1,14,14,16,11,123,232,233,238
a_2564.png,8,0,30,22,244,187,255,17,23,75
a_2565.png,5,7,3,19,0,0,132,218,224,221
a_2566.png,5,0,5,16,47,70,169,251,253,247
a_2567.png,9,0,6,14,153,0,92,174,183,189
a_2568.png,0,1,9,17,249,254,254,126,150,167
a_2569.png,0,1,9,10,229,193,243,110,132,138
a_2570.png,0,1,5,16,120,216,255,107,90,102
a_2571.png,7,0,12,9,7,176,145,249,249,248
a_2572.png,9,1,2,24,12,0,118,181,227,252
a_2573.png,3,1,22,24,0,32,136,226,135,186
a_2574.png,8,1,20,11,24,34,98,241,230,237
a_2575.png,8,0,25,13,249,174,245,113,121,136
a_2576.png,0,1,6,6,38,0,62,153,173,190
a_2577.png,0,1,20,7,0,0,151,176,174,183
a_2578.png,0,1,6,9,130,6,30,169,223,229
a_2579.png,9,1,11,24,240,242,252,14,15,9
a_2580.png,8,9,23,11,255,225,221,141,91,93
a_2581.png,0,1,6,15,143,7,0,139,164,188
a_2582.png,7,5,29,21,148,61,88,194,178,163
a_2583.png,0,9,27,8,35,13,218,156,169,164
a_2584.png,6,1,19,8,0,247,255,21,15,16
a_2585.png,8,2,25,16,19,8,0,234,234,233
a_2586.png,8,1,24,18,255,184,255,37,39,42
a_2587.png,0,1,24,21,56,70,28,99,221,226
a_2588.png,0,8,17,23,12,117,18,255,255,255
a_2589.png,7,0,4,27,36,55,32,184,246,255
a_2590.png,9,8,12,15,106,62,69,247,244,239
a_2591.png,0,1,1,29,47,91,105,214,215,223
a_2592.png,5,3,29,30,56,62,8,243,242,243
a_2593.png,9,1,2,27,0,0,0,248,246,247
a_2594.png,8,1,24,17,70,41,27,194,207,241
a_2595.png,6,0,28,7,23,113,110,255,255,240
a_2596.png,6,2,13,4,26,19,61,120,134,131
a_2597.png,7,5,8,23,0,113,162,239,210,201
a_2598.png,6,3,7,28,158,146,69,251,253,253
a_2599.png,3,5,10,22,63,36,70,205,186,179
a_2600.png,6,8,17,14,0,0,65,210,216,201
a_2601.png,3,5,18,13,3,0,228,230,230,228
a_2602.png,3,9,6,17,0,0,0,172,164,165
a_2603.png,0,4,11,20,0,190,97,216,222,215
a_2604.png,2,0,22,8,0,136,76,175,167,158
a_2605.png,6,1,24,7,250,253,193,75,113,71
a_2606.png,4,7,13,2,60,4,14,243,244,248
a_2607.png,2,0,17,6,30,3,90,222,189,138
a_2608.png,3,1,10,6,26,152,59,174,188,209
a_2609.png,6,1,18,4,37,20,7,220,221,213
a_2610.png,8,1,21,10,255,100,255,86,69,68
a_2611.png,6,1,4,19,2,15,6,205,195,183
a_2612.png,5,6,10,8,12,31,130,244,242,239
a_2613.png,0,1,21,23,226,246,226,65,50,51
a_2614.png,5,3,28,27,0,103,10,246,248,243
a_2615.png,9,1,24,16,220,202,150,8,9,6
a_2616.png,9,1,10,22,95,50,23,230,237,231
a_2617.png,8,1,6,7,0,20,35,115,129,178
a_2618.png,4,7,29,12,0,21,0,183,190,167
a_2619.png,1,0,29,2,27,93,83,183,163,130
a_2620.png,0,1,26,12,116,254,223,87,32,38
a_2621.png,2,1,28,6,255,255,255,7,2,10
a_2622.png,9,0,9,10,25,3,14,186,201,217
a_2623.png,0,9,3,17,4,73,43,225,243,250
a_2624.png,3,9,24,9,0,0,27,161,142,143
a_2625.png,0,8,6,5,0,2,102,233,233,230
a_2626.png,8,1,18,24,255,255,255,45,49,52
a_2627.png,9,1,2,26,59,32,17,253,253,253
a_2628.png,1,0,23,5,255,255,255,30,23,30
a_2629.png,8,1,10,11,0,9,56,120,134,141
a_2630.png,5,0,11,25,251,214,199,9,4,3
a_2631.png,1,9,25,21,252,4,255,44,44,42
a_2632.png,0,1,10,10,0,0,0,162,197,229
a_2633.png,5,2,6,16,201,217,254,80,70,63
a_2634.png,8,0,19,15,135,254,152,2,3,16
a_2635.png,7,1,8,12,106,42,51,228,225,219
a_2636.png,9,1,9,7,26,39,102,250,248,248
a_2637.png,8,9,5,14,37,1,21,245,245,245
a_2638.png,5,1,4,20,0,0,70,208,191,179
a_2639.png,2,0,10,7,36,0,0,149,223,238
a_2640.png,2,0,13,25,8,34,91,234,239,244
a_2641.png,5,1,22,13,12,14,111,192,189,179
a_2642.png,8,9,17,14,23,14,11,226,227,229
a_2643.png,8,1,18,12,187,169,158,45,45,45
a_2644.png,2,5,27,26,19,107,85,255,255,255
a_2645.png,3,2,6,13,12,84,48,190,166,172
a_2646.png,0,1,6,7,22,0,0,197,204,219
a_2647.png,7,1,6,7,31,15,181,243,246,249
a_2648.png,0,9,24,18,193,131,255,63,73,54
a_2649.png,7,4,24,13,122,56,45,249,250,250
a_2650.png,3,1,9,2,14,0,22,255,255,255
a_2651.png,2,7,17,28,0,0,82,119,119,127
a_2652.png,9,0,6,27,176,0,22,183,199,202
a_2653.png,5,6,8,17,87,112,23,200,186,166
a_2654.png,3,6,8,15,52,153,112,255,255,255
a_2655.png,0,8,5,11,93,49,133,253,253,253
a_2656.png,8,0,12,14,18,25,7,177,194,203
a_2657.png,0,9,27,23,48,5,12,208,205,199
a_2658.png,6,1,18,17,32,12,144,236,225,206
a_2659.png,6,5,12,11,6,2,6,186,146,127
a_2660.png,5,7,19,4,46,21,0,206,195,167
a_2661.png,2,0,21,16,252,249,252,1,1,2
a_2662.png,5,1,11,1,0,0,0,239,232,219
a_2663.png,1,9,21,5,249,245,247,34,24,21
a_2664.png,2,0,14,20,55,19,16,174,172,172
a_2665.png,7,5,24,11,72,243,10,197,168,159
a_2666.png,0,1,5,13,255,255,255,62,90,121
a_2667.png,2,9,27,13,246,247,225,12,98,129
a_2668.png,8,0,18,19,242,231,195,66,37,39
a_2669.png,5,2,21,14,0,0,77,201,185,177
a_2670.png,5,6,11,16,105,248,53,221,225,225
a_2671.png,7,1,19,6,88,226,156,14,16,17
a_2672.png,5,1,12,26,42,106,80,188,172,145
a_2673.png,9,1,12,19,15,86,112,180,200,210
a_2674.png,2,5,5,15,241,196,206,77,59,37
a_2675.png,0,2,18,28,255,210,206,24,51,109
a_2676.png,8,9,23,10,254,195,237,33,39,36
a_2677.png,5,3,23,12,206,240,161,81,82,61
a_2678.png,6,1,8,17,74,11,47,252,249,225
a_2679.png,8,0,4,23,85,17,47,237,237,237
a_2680.png,9,1,6,6,18,24,0,202,206,206
a_2681.png,9,0,3,5,4,34,38,246,244,243
a_2682.png,5,3,2,14,6,6,152,243,246,243
a_2683.png,2,0,10,21,227,255,255,100,84,74
a_2684.png,7,1,13,11,0,62,106,251,251,252
a_2685.png,5,3,7,22,0,64,53,221,230,218
a_2686.png,6,0,8,22,24,18,0,96,104,128
a_2687.png,5,3,5,8,16,74,243,202,194,188
a_2688.png,0,1,19,12,6,91,14,169,171,173
a_2689.png,6,5,30,24,17,46,253,235,232,222
a_2690.png,8,1,16,20,236,131,230,50,70,74
a_2691.png,4,7,14,11,238,218,200,33,28,30
a_2692.png,8,1,22,20,15,169,53,252,248,252
a_2693.png,5,9,9,15,36,7,234,199,203,198
a_2694.png,0,1,18,2,44,70,54,233,224,223
a_2695.png,2,0,17,23,13,46,2,196,205,198
a_2696.png,7,9,4,11,0,0,255,158,187,146
a_2697.png,7,1,4,23,51,13,136,195,218,173
a_2698.png,1,9,14,7,6,10,11,76,184,244
a_2699.png,5,1,12,20,36,20,76,211,203,188
a_2700.png,5,0,13,30,97,90,2,160,172,177
a_2701.png,3,0,19,20,108,21,37,250,225,188
a_2702.png,5,0,18,21,2,35,62,238,238,235
a_2703.png,9,1,6,9,8,158,7,232,223,209
a_2704.png,9,1,2,26,43,38,255,255,255,255
a_2705.png,6,1,22,6,181,194,255,33,26,33
a_2706.png,8,9,29,5,151,200,211,87,91,94
a_2707.png,7,0,16,28,72,0,62,233,238,221
a_2708.png,8,1,19,12,57,0,0,148,145,130
a_2709.png,3,7,13,4,15,0,0,124,135,138
a_2710.png,0,1,2,13,8,31,16,248,253,253
a_2711.png,3,8,17,14,69,0,0,248,232,237
a_2712.png,9,1,4,20,50,0,170,239,240,228
a_2713.png,1,9,20,9,254,155,226,108,16,7
a_2714.png,3,6,5,17,196,255,154,52,40,34
a_2715.png,9,1,13,12,26,44,35,121,135,138
a_2716.png,8,0,28,9,0,26,126,165,165,165
a_2717.png,8,0,20,19,41,7,11,234,221,209
a_2718.png,7,5,30,22,3,6,5,214,189,148
a_2719.png,7,1,22,6,0,61,67,222,203,195
a_2720.png,8,9,6,11,59,48,42,255,255,252
a_2721.png,7,1,24,19,38,30,40,216,225,231
a_2722.png,4,9,26,24,0,0,24,246,246,244
a_2723.png,9,1,10,25,255,216,255,103,57,43
a_2724.png,2,0,10,2,16,16,5,222,250,247
a_2725.png,2,7,20,4,82,0,17,175,182,131
a_2726.png,6,1,24,28,37,2,170,152,155,179
a_2727.png,5,0,18,5,0,1,134,240,244,239
a_2728.png,5,9,18,8,237,237,243,130,103,64
a_2729.png,0,9,5,6,103,56,29,230,233,239
a_2730.png,8,9,18,3,181,205,0,224,229,245
a_2731.png,2,0,30,26,201,160,217,10,7,9
a_2732.png,1,9,26,6,78,20,56,228,229,216
a_2733.png,7,1,13,3,255,0,0,231,227,222
a_2734.png,5,7,14,5,87,8,0,208,200,207
a_2735.png,0,1,7,7,235,241,160,1,1,1
a_2736.png,3,7,17,2,24,60,0,208,210,203
a_2737.png,4,0,25,19,13,0,181,81,133,222
a_2738.png,5,0,13,24,92,255,255,5,4,7
a_2739.png,9,1,7,5,17,150,7,162,202,235
a_2740.png,2,0,25,9,241,255,179,42,44,51
a_2741.png,0,1,20,5,100,8,214,151,214,239
a_2742.png,2,0,6,12,29,54,131,146,166,232
a_2743.png,2,5,23,7,6,43,11,188,212,141
a_2744.png,5,1,17,20,81,18,75,236,185,182
a_2745.png,8,0,24,18,0,20,0,103,106,126
a_2746.png,9,1,13,10,44,3,16,156,157,162
a_2747.png,8,1,22,8,255,255,255,4,10,8
a_2748.png,1,0,28,20,0,0,255,195,179,168
a_2749.png,5,1,3,13,6,4,22,240,250,252
a_2750.png,0,9,26,4,73,13,70,151,153,164
a_2751.png,9,1,8,8,128,220,224,14,26,39
a_2752.png,2,0,14,28,10,39,43,213,225,238
a_2753.png,7,9,26,23,51,22,71,230,239,233
a_2754.png,5,2,7,5,156,255,140,21,21,15
a_2755.png,0,8,9,3,189,255,255,57,58,95
a_2756.png,2,1,8,11,41,31,75,164,206,164
a_2757.png,0,8,4,6,41,0,0,121,137,159
a_2758.png,5,9,10,2,177,255,222,11,5,8
a_2759.png,9,1,12,19,135,90,0,226,231,238
a_2760.png,6,4,8,7,0,79,0,130,145,144
a_2761.png,8,1,11,6,6,9,74,152,189,194
a_2762.png,7,9,27,10,63,42,28,155,136,121
a_2763.png,9,0,12,13,87,45,71,202,201,201
a_2764.png,4,0,21,19,134,212,214,96,91,80
a_2765.png,2,1,23,11,255,213,187,19,11,15
a_2766.png,9,8,17,23,11,70,113,207,193,164
a_2767.png,3,7,7,8,189,213,248,3,2,2
a_2768.png,5,8,7,19,12,0,29,239,237,238
a_2769.png,0,9,6,7,20,11,9,244,244,246
a_2770.png,8,0,6,19,0,59,0,183,186,231
a_2771.png,5,1,6,10,0,0,0,250,249,239
a_2772.png,9,1,8,19,154,224,199,29,33,44
a_2773.png,8,1,25,18,128,50,6,240,222,196
a_2774.png,1,9,26,21,247,218,250,44,52,58
a_2775.png,3,0,8,25,92,50,13,250,251,249
a_2776.png,9,8,4,25,0,81,13,202,243,244
a_2777.png,7,9,20,10,0,0,54,231,215,203
a_2778.png,6,2,10,17,49,20,0,180,179,165
a_2779.png,6,0,24,28,0,0,44,169,172,234
a_2780.png,8,9,23,20,226,227,217,44,39,30
a_2781.png,3,8,23,28,27,55,199,246,225,146
a_2782.png,0,1,12,19,7,110,4,237,234,238
a_2783.png,1,9,25,5,250,230,248,20,14,11
a_2784.png,4,0,6,21,1,46,36,198,231,229
a_2785.png,9,1,9,12,240,147,222,116,113,106
a_2786.png,1,2,14,22,215,245,13,71,77,117
a_2787.png,8,1,9,7,2,2,64,237,235,240
a_2788.png,6,3,14,15,3,9,149,205,183,153
a_2789.png,8,0,26,10,7,66,7,137,145,117
a_2790.png,5,7,17,5,0,15,37,248,244,243
a_2791.png,3,2,4,10,208,34,1,180,160,142
a_2792.png,2,1,7,24,6,36,10,230,229,177
a_2793.png,5,7,4,18,3,4,3,224,223,228
a_2794.png,8,0,6,23,68,14,28,161,224,248
a_2795.png,9,1,6,13,255,255,91,52,16,30
a_2796.png,5,1,25,6,20,70,93,238,230,230
a_2797.png,1,9,19,22,10,92,3,159,152,174
a_2798.png,7,9,28,8,20,0,76,193,149,119
a_2799.png,5,4,20,14,154,10,178,237,214,237
a_2800.png,9,1,17,24,45,12,4,224,230,236
a_2801.png,8,0,9,19,10,71,73,178,154,135
a_2802.png,9,1,12,15,221,241,253,93,110,115
a_2803.png,7,4,8,22,47,0,10,234,234,232
a_2804.png,2,0,12,25,39,0,159,251,251,251
a_2805.png,8,1,26,19,18,0,179,138,114,127
a_2806.png,2,0,22,19,90,82,18,245,240,238
a_2807.png,6,1,18,26,147,141,252,12,2,7
a_2808.png,5,7,18,2,0,98,48,244,237,233
a_2809.png,9,1,14,23,73,23,117,244,248,252
a_2810.png,0,1,2,14,21,0,30,237,237,235
a_2811.png,8,1,23,18,255,222,255,31,41,43
a_2812.png,8,1,9,28,81,52,102,245,246,234
a_2813.png,8,0,18,19,78,68,16,191,193,209
a_2814.png,4,1,26,9,2,12,39,197,204,211
a_2815.png,6,2,16,5,0,4,8,249,235,207
a_2816.png,7,1,16,29,255,222,220,2,2,9
a_2817.png,5,1,6,24,0,14,141,223,221,217
a_2818.png,6,1,21,26,163,255,255,69,65,98
a_2819.png,4,5,15,29,35,41,19,253,253,253
a_2820.png,8,1,6,15,0,118,21,216,216,216
a_2821.png,3,0,20,2,0,21,0,224,224,222
a_2822.png,8,0,21,16,240,248,250,33,47,41
a_2823.png,1,0,14,16,176,33,80,212,208,205
a_2824.png,9,1,22,24,245,229,205,35,25,22
a_2825.png,6,0,7,21,76,78,67,213,207,167
a_2826.png,9,1,3,26,90,33,0,250,250,250
a_2827.png,7,0,5,16,153,210,140,98,98,119
a_2828.png,8,1,22,23,4,66,17,99,170,248
a_2829.png,0,1,2,21,35,0,176,245,233,160
a_2830.png,1,0,28,16,107,13,9,231,216,191
a_2831.png,5,1,23,25,0,42,78,249,244,236
a_2832.png,3,9,17,19,13,92,12,231,230,227
a_2833.png,9,0,27,13,0,97,0,192,216,216
a_2834.png,7,1,9,21,115,11,0,251,250,239
a_2835.png,8,0,6,15,17,3,3,170,253,250
a_2836.png,5,3,28,26,61,43,95,244,241,211
a_2837.png,5,1,6,16,49,84,27,252,253,253
a_2838.png,5,1,19,13,20,24,61,177,146,125
a_2839.png,1,0,25,17,59,17,22,203,192,174
a_2840.png,0,2,8,5,252,249,250,7,86,142
a_2841.png,1,8,17,26,255,138,175,241,29,51
a_2842.png,2,1,26,16,255,161,255,68,91,78
a_2843.png,0,1,2,13,13,132,13,245,236,241
a_2844.png,3,7,14,3,107,108,39,249,252,251
a_2845.png,1,8,26,28,0,171,0,179,170,165
a_2846.png,0,9,13,13,255,141,145,42,29,33
a_2847.png,2,0,20,2,3,10,3,211,221,181
a_2848.png,0,1,7,15,127,255,239,139,143,156
a_2849.png,5,1,20,11,43,23,224,230,218,207
a_2850.png,8,0,20,16,82,0,21,221,231,249
a_2851.png,1,0,31,17,255,245,255,96,84,82
a_2852.png,5,3,3,17,0,5,90,210,186,156
a_2853.png,6,0,6,23,2,5,0,244,243,247
a_2854.png,5,1,20,24,0,0,32,140,142,135
a_2855.png,5,9,22,8,0,0,35,249,207,144
a_2856.png,0,1,27,17,11,3,7,242,237,237
a_2857.png,7,0,28,5,61,94,0,225,222,216
a_2858.png,2,1,18,4,22,7,43,176,190,142
a_2859.png,2,0,23,12,255,255,255,18,23,21
a_2860.png,9,1,17,28,24,205,49,202,197,191
a_2861.png,7,5,25,23,97,233,254,46,30,29
a_2862.png,0,8,16,3,49,61,65,247,247,247
a_2863.png,0,1,17,5,0,0,0,189,182,172
a_2864.png,9,1,13,16,53,0,244,165,198,216
a_2865.png,5,2,19,12,57,76,157,235,236,198
a_2866.png,8,0,17,19,147,235,226,72,72,82
a_2867.png,5,1,21,14,171,172,255,156,122,113
a_2868.png,5,9,7,25,97,24,118,252,255,255
a_2869.png,9,1,14,18,80,87,108,173,193,206
a_2870.png,2,0,7,24,8,17,6,244,245,244
a_2871.png,0,1,2,29,255,53,66,252,252,252
a_2872.png,9,1,9,11,0,9,0,197,194,189
a_2873.png,9,1,14,21,192,165,0,30,147,206
a_2874.png,0,1,19,21,7,44,63,168,153,155
a_2875.png,7,9,10,10,89,47,140,253,248,247
a_2876.png,9,1,8,5,101,49,68,209,211,209
a_2877.png,0,9,22,5,42,0,23,164,172,161
a_2878.png,8,1,6,18,9,48,143,223,223,223
a_2879.png,5,9,23,6,0,0,57,194,236,235
a_2880.png,4,0,22,26,1,7,1,212,208,156
a_2881.png,7,1,23,8,0,21,94,233,232,201
a_2882.png,5,1,9,8,199,250,247,87,73,53
a_2883.png,0,9,19,24,150,216,246,22,31,56
a_2884.png,2,0,10,27,47,64,187,252,252,252
a_2885.png,7,9,9,9,70,14,45,212,214,222
a_2886.png,5,3,25,22,63,4,66,233,229,223
a_2887.png,0,9,7,6,153,255,255,104,120,132
a_2888.png,0,1,19,27,167,247,214,30,33,39
a_2889.png,0,1,22,25,31,90,29,247,247,252
a_2890.png,6,0,15,16,19,2,94,175,178,170
a_2891.png,8,0,23,8,0,0,126,159,161,189
a_2892.png,9,1,7,7,239,253,220,29,42,63
a_2893.png,2,0,6,5,0,0,16,169,230,246
a_2894.png,2,1,14,29,115,38,1,230,231,235
a_2895.png,6,1,12,14,200,208,255,56,89,80
a_2896.png,6,0,12,3,182,243,147,25,11,24
a_2897.png,2,1,10,20,0,41,121,144,130,184
a_2898.png,3,2,6,19,193,175,174,18,8,4
a_2899.png,5,3,22,16,4,26,52,167,182,189
a_2900.png,8,0,27,12,253,255,255,104,104,95
a_2901.png,8,0,13,13,241,227,222,38,40,39
a_2902.png,9,1,4,3,182,116,0,222,241,247
a_2903.png,2,1,15,24,80,239,255,61,56,36
a_2904.png,8,1,27,16,61,3,19,196,200,205
a_2905.png,1,0,28,8,184,125,228,12,10,12
a_2906.png,8,9,23,20,99,85,29,243,245,224
a_2907.png,8,9,17,11,31,8,199,192,191,195
a_2908.png,7,5,30,12,0,9,0,147,138,139
a_2909.png,9,1,30,4,1,39,212,255,255,255
a_2910.png,9,1,22,21,41,60,104,212,213,204
a_2911.png,5,2,5,25,0,69,145,176,199,89
a_2912.png,0,1,6,9,6,0,0,191,172,149
a_2913.png,8,9,9,7,67,0,0,202,226,225
a_2914.png,2,0,22,4,0,30,1,239,240,241
a_2915.png,3,4,7,27,14,0,173,227,221,209
a_2916.png,6,8,7,21,0,0,17,237,213,167
a_2917.png,3,2,29,7,2,1,77,231,247,245
a_2918.png,1,0,10,7,0,0,0,117,152,137
a_2919.png,9,1,2,15,103,54,91,219,232,238
a_2920.png,5,0,17,17,189,158,255,60,54,49
a_2921.png,2,0,25,5,5,1,4,105,194,112
a_2922.png,0,1,19,16,155,224,247,9,19,39
a_2923.png,9,1,2,25,87,130,0,181,253,244
a_2924.png,0,1,5,9,43,6,8,234,208,162
a_2925.png,5,1,25,24,193,38,123,231,231,231
a_2926.png,9,0,8,23,32,20,29,193,200,188
a_2927.png,8,0,9,25,0,45,0,145,184,207
a_2928.png,2,1,8,21,7,73,14,202,226,253
a_2929.png,1,9,13,16,32,129,78,127,137,122
a_2930.png,6,5,22,18,103,24,137,212,217,231
a_2931.png,1,2,30,9,32,0,0,133,134,193
a_2932.png,8,0,22,18,147,180,211,22,43,50
a_2933.png,6,1,25,7,218,0,81,232,199,102
a_2934.png,2,0,22,3,0,0,203,214,196,182
a_2935.png,0,1,10,15,14,56,74,253,253,253
a_2936.png,5,3,5,7,58,115,0,218,210,207
a_2937.png,0,9,20,4,0,45,124,135,143,154
a_2938.png,2,0,10,15,42,15,113,247,245,242
a_2939.png,0,1,10,13,16,28,7,93,174,227
a_2940.png,3,1,22,17,18,6,55,225,226,221
a_2941.png,7,3,26,26,75,47,62,186,173,161
a_2942.png,7,1,14,19,28,42,55,251,251,250
a_2943.png,3,4,20,12,38,18,8,203,229,239
a_2944.png,5,1,25,24,0,0,0,240,235,222
a_2945.png,2,3,4,18,0,25,0,190,179,147
a_2946.png,5,9,27,8,201,255,255,130,140,134
a_2947.png,2,9,10,18,62,0,166,210,205,206
a_2948.png,9,1,1,23,0,6,47,237,234,232
a_2949.png,2,9,8,17,3,80,55,255,252,255
a_2950.png,5,9,26,5,175,21,127,245,248,253
a_2951.png,0,8,8,11,117,0,255,211,214,211
a_2952.png,8,9,26,9,192,39,8,203,208,215
a_2953.png,6,1,12,20,0,0,43,172,198,184
a_2954.png,8,9,4,18,17,9,0,214,235,242
a_2955.png,5,9,23,26,0,30,18,162,149,143
a_2956.png,2,3,19,29,53,3,171,120,132,140
a_2957.png,7,0,29,16,4,36,61,190,173,160
a_2958.png,5,9,5,2,255,255,255,142,113,88
a_2959.png,2,0,25,11,237,231,242,34,40,159
a_2960.png,4,8,4,18,10,4,1,226,237,235
a_2961.png,8,0,8,23,42,144,88,211,217,225
a_2962.png,8,1,25,14,1,3,20,221,218,219
a_2963.png,3,1,18,15,0,41,172,188,186,193
a_2964.png,7,1,17,10,126,45,0,163,211,213
a_2965.png,8,1,26,17,22,3,105,218,214,204
a_2966.png,1,9,16,22,46,78,31,211,211,211
a_2967.png,2,1,16,8,221,255,255,113,122,134
a_2968.png,5,1,25,29,4,23,134,232,241,233
a_2969.png,0,1,4,19,0,52,0,128,223,247
a_2970.png,8,1,26,21,1,0,4,231,220,230
