img, patch_width, patch_height, x_min, x_max, y_min, y_max
9952_628_adversarial.png, 5, 5, 1, 6, 4, 9
9953_628_adversarial.png, 5, 7, 9, 14, 17, 24
9954_403_adversarial.png, 7, 5, 23, 30, 25, 30
9955_760_adversarial.png, 3, 5, 22, 25, 17, 22
9956_847_adversarial.png, 3, 7, 10, 13, 23, 30
9957_865_adversarial.png, 3, 3, 6, 9, 20, 23
9958_865_adversarial.png, 7, 5, 21, 28, 11, 16
9959_978_adversarial.png, 3, 3, 17, 20, 22, 25
9960_668_adversarial.png, 5, 5, 4, 9, 21, 26
9961_509_adversarial.png, 3, 5, 27, 30, 13, 18
9962_509_adversarial.png, 7, 7, 3, 10, 15, 22
9963_996_adversarial.png, 5, 5, 3, 8, 21, 26
9964_580_adversarial.png, 5, 3, 26, 31, 23, 26
9965_554_adversarial.png, 3, 3, 5, 8, 17, 20
9966_978_adversarial.png, 3, 5, 19, 22, 26, 31
9967_274_adversarial.png, 5, 3, 3, 8, 18, 21
9968_403_adversarial.png, 3, 5, 19, 22, 17, 22
9969_865_adversarial.png, 3, 5, 23, 26, 7, 12
9970_569_adversarial.png, 5, 3, 1, 6, 8, 11
9971_971_adversarial.png, 3, 7, 23, 26, 11, 18
9972_847_adversarial.png, 5, 3, 21, 26, 13, 16
9973_555_adversarial.png, 7, 3, 4, 11, 3, 6
9974_582_adversarial.png, 7, 3, 14, 21, 0, 3
9975_50_adversarial.png, 7, 5, 11, 18, 18, 23
9976_625_adversarial.png, 3, 3, 28, 31, 24, 27
9977_691_adversarial.png, 7, 5, 19, 26, 10, 15
9978_135_adversarial.png, 3, 5, 28, 31, 22, 27
9979_554_adversarial.png, 7, 5, 20, 27, 8, 13
9980_135_adversarial.png, 7, 7, 23, 30, 0, 7
9981_509_adversarial.png, 5, 5, 23, 28, 22, 27
9982_595_adversarial.png, 7, 5, 24, 31, 0, 5
9983_476_adversarial.png, 7, 3, 16, 23, 21, 24
9984_971_adversarial.png, 3, 3, 2, 5, 11, 14
9985_860_adversarial.png, 5, 7, 8, 13, 17, 24
9986_971_adversarial.png, 7, 7, 5, 12, 6, 13
9987_971_adversarial.png, 5, 7, 1, 6, 3, 10
9988_865_adversarial.png, 5, 3, 21, 26, 13, 16
9989_865_adversarial.png, 5, 3, 12, 17, 23, 26
9990_476_adversarial.png, 7, 5, 11, 18, 25, 30
9991_982_adversarial.png, 7, 5, 18, 25, 8, 13
9992_989_adversarial.png, 7, 7, 1, 8, 16, 23
9993_706_adversarial.png, 3, 7, 27, 30, 17, 24
9994_648_adversarial.png, 7, 7, 21, 28, 17, 24
9995_779_adversarial.png, 5, 7, 0, 5, 24, 31
9996_713_adversarial.png, 5, 3, 8, 13, 15, 18
9997_554_adversarial.png, 3, 7, 16, 19, 12, 19
9998_971_adversarial.png, 7, 5, 23, 30, 7, 12
9999_865_adversarial.png, 5, 5, 7, 12, 26, 31
10000_29_adversarial.png, 3, 3, 13, 16, 28, 31
10001_591_adversarial.png, 3, 7, 20, 23, 6, 13
10002_509_adversarial.png, 5, 5, 23, 28, 6, 11
10003_802_adversarial.png, 7, 3, 23, 30, 13, 16
10004_324_adversarial.png, 3, 7, 20, 23, 2, 9
10005_971_adversarial.png, 7, 5, 9, 16, 22, 27
10006_404_adversarial.png, 3, 5, 10, 13, 8, 13
10007_971_adversarial.png, 5, 3, 25, 30, 7, 10
10008_554_adversarial.png, 3, 7, 10, 13, 6, 13
10009_526_adversarial.png, 5, 3, 21, 26, 21, 24
10010_971_adversarial.png, 3, 5, 18, 21, 24, 29
10011_971_adversarial.png, 3, 5, 19, 22, 3, 8
10012_971_adversarial.png, 7, 3, 8, 15, 22, 25
10013_552_adversarial.png, 3, 5, 13, 16, 9, 14
10014_1_adversarial.png, 7, 7, 1, 8, 24, 31
10015_989_adversarial.png, 7, 3, 21, 28, 7, 10
10016_625_adversarial.png, 7, 7, 21, 28, 23, 30
10017_141_adversarial.png, 7, 7, 9, 16, 17, 24
10018_814_adversarial.png, 5, 7, 21, 26, 0, 7
10019_736_adversarial.png, 3, 5, 24, 27, 8, 13
10020_94_adversarial.png, 7, 7, 11, 18, 19, 26
10021_738_adversarial.png, 3, 7, 20, 23, 23, 30
10022_1_adversarial.png, 3, 7, 4, 7, 18, 25
10023_922_adversarial.png, 5, 5, 26, 31, 1, 6
10024_1_adversarial.png, 5, 7, 0, 5, 6, 13
10025_713_adversarial.png, 7, 3, 0, 7, 20, 23
10026_895_adversarial.png, 7, 3, 6, 13, 25, 28
10027_625_adversarial.png, 7, 7, 0, 7, 15, 22
10028_91_adversarial.png, 7, 7, 15, 22, 12, 19
10029_892_adversarial.png, 3, 7, 18, 21, 1, 8
10030_685_adversarial.png, 7, 5, 19, 26, 9, 14
10031_795_adversarial.png, 7, 3, 10, 17, 14, 17
10032_953_adversarial.png, 5, 7, 24, 29, 22, 29
10033_628_adversarial.png, 5, 3, 6, 11, 2, 5
10034_971_adversarial.png, 5, 7, 20, 25, 12, 19
10035_251_adversarial.png, 5, 3, 25, 30, 23, 26
10036_404_adversarial.png, 5, 5, 5, 10, 2, 7
10037_971_adversarial.png, 5, 5, 1, 6, 23, 28
10038_625_adversarial.png, 5, 5, 6, 11, 23, 28
10039_697_adversarial.png, 5, 7, 23, 28, 1, 8
10040_971_adversarial.png, 5, 7, 17, 22, 2, 9
10041_971_adversarial.png, 3, 7, 13, 16, 7, 14
10042_845_adversarial.png, 7, 5, 9, 16, 20, 25
10043_814_adversarial.png, 5, 3, 9, 14, 21, 24
10044_780_adversarial.png, 3, 3, 28, 31, 20, 23
10045_139_adversarial.png, 7, 7, 24, 31, 22, 29
10046_470_adversarial.png, 3, 5, 14, 17, 4, 9
10047_971_adversarial.png, 5, 3, 8, 13, 16, 19
10048_989_adversarial.png, 3, 3, 26, 29, 14, 17
10049_554_adversarial.png, 3, 7, 9, 12, 16, 23
10050_324_adversarial.png, 5, 5, 12, 17, 21, 26
10051_409_adversarial.png, 7, 5, 2, 9, 14, 19
10052_713_adversarial.png, 3, 3, 26, 29, 14, 17
10053_552_adversarial.png, 7, 5, 2, 9, 26, 31
10054_325_adversarial.png, 7, 5, 19, 26, 3, 8
10055_404_adversarial.png, 3, 7, 0, 3, 22, 29
10056_723_adversarial.png, 3, 7, 5, 8, 1, 8
10057_948_adversarial.png, 3, 5, 22, 25, 17, 22
10058_814_adversarial.png, 7, 3, 6, 13, 0, 3
10059_740_adversarial.png, 7, 3, 2, 9, 13, 16
10060_971_adversarial.png, 5, 7, 6, 11, 15, 22
10061_713_adversarial.png, 5, 5, 23, 28, 22, 27
10062_971_adversarial.png, 7, 3, 3, 10, 5, 8
10063_141_adversarial.png, 7, 7, 10, 17, 24, 31
10064_313_adversarial.png, 3, 7, 12, 15, 18, 25
10065_923_adversarial.png, 3, 7, 6, 9, 23, 30
10066_679_adversarial.png, 7, 7, 21, 28, 2, 9
10067_951_adversarial.png, 3, 7, 9, 12, 19, 26
10068_403_adversarial.png, 5, 3, 21, 26, 26, 29
10069_435_adversarial.png, 3, 7, 23, 26, 24, 31
10070_925_adversarial.png, 5, 7, 6, 11, 0, 7
10071_697_adversarial.png, 5, 7, 22, 27, 8, 15
10072_916_adversarial.png, 7, 7, 12, 19, 12, 19
10073_864_adversarial.png, 3, 7, 13, 16, 6, 13
10074_617_adversarial.png, 5, 5, 16, 21, 16, 21
10075_795_adversarial.png, 7, 3, 3, 10, 1, 4
10076_758_adversarial.png, 5, 3, 8, 13, 11, 14
10077_738_adversarial.png, 7, 7, 19, 26, 14, 21
10078_895_adversarial.png, 7, 3, 12, 19, 23, 26
10079_978_adversarial.png, 7, 5, 11, 18, 26, 31
10080_123_adversarial.png, 5, 7, 25, 30, 4, 11
10081_406_adversarial.png, 3, 7, 26, 29, 14, 21
10082_404_adversarial.png, 3, 5, 8, 11, 22, 27
10083_14_adversarial.png, 5, 7, 25, 30, 18, 25
10084_625_adversarial.png, 7, 7, 20, 27, 1, 8
10085_404_adversarial.png, 3, 7, 5, 8, 13, 20
10086_404_adversarial.png, 3, 3, 28, 31, 0, 3
10087_865_adversarial.png, 3, 7, 8, 11, 23, 30
10088_628_adversarial.png, 3, 7, 15, 18, 17, 24
10089_435_adversarial.png, 3, 5, 18, 21, 15, 20
10090_404_adversarial.png, 3, 3, 20, 23, 12, 15
10091_865_adversarial.png, 3, 3, 0, 3, 20, 23
10092_408_adversarial.png, 3, 5, 16, 19, 24, 29
10093_510_adversarial.png, 3, 5, 7, 10, 26, 31
10094_580_adversarial.png, 3, 3, 27, 30, 19, 22
10095_971_adversarial.png, 5, 5, 5, 10, 14, 19
10096_871_adversarial.png, 3, 5, 27, 30, 18, 23
10097_971_adversarial.png, 7, 3, 24, 31, 11, 14
10098_814_adversarial.png, 5, 7, 1, 6, 10, 17
10099_625_adversarial.png, 7, 5, 0, 7, 14, 19
10100_625_adversarial.png, 5, 5, 23, 28, 25, 30
10101_625_adversarial.png, 3, 5, 2, 5, 19, 24
10102_971_adversarial.png, 3, 7, 20, 23, 22, 29
10103_971_adversarial.png, 5, 3, 14, 19, 6, 9
10104_625_adversarial.png, 5, 7, 25, 30, 7, 14
10105_971_adversarial.png, 7, 3, 12, 19, 12, 15
10106_580_adversarial.png, 3, 3, 21, 24, 21, 24
10107_971_adversarial.png, 3, 5, 7, 10, 23, 28
10108_97_adversarial.png, 3, 5, 4, 7, 23, 28
10109_404_adversarial.png, 7, 5, 13, 20, 25, 30
10110_526_adversarial.png, 5, 3, 21, 26, 21, 24
10111_956_adversarial.png, 7, 3, 19, 26, 1, 4
10112_509_adversarial.png, 5, 5, 25, 30, 25, 30
10113_971_adversarial.png, 3, 5, 12, 15, 12, 17
10114_922_adversarial.png, 3, 3, 5, 8, 28, 31
10115_16_adversarial.png, 7, 5, 19, 26, 23, 28
10116_943_adversarial.png, 5, 7, 4, 9, 23, 30
10117_971_adversarial.png, 5, 7, 19, 24, 15, 22
10118_794_adversarial.png, 3, 5, 23, 26, 5, 10
10119_118_adversarial.png, 5, 7, 8, 13, 2, 9
10120_625_adversarial.png, 7, 5, 21, 28, 8, 13
10121_795_adversarial.png, 5, 3, 19, 24, 5, 8
10122_91_adversarial.png, 5, 5, 20, 25, 3, 8
10123_865_adversarial.png, 3, 7, 12, 15, 20, 27
10124_847_adversarial.png, 3, 3, 19, 22, 24, 27
10125_984_adversarial.png, 5, 3, 21, 26, 13, 16
10126_862_adversarial.png, 7, 5, 6, 13, 13, 18
10127_301_adversarial.png, 5, 7, 13, 18, 9, 16
10128_862_adversarial.png, 7, 5, 5, 12, 24, 29
10129_815_adversarial.png, 3, 5, 1, 4, 20, 25
10130_801_adversarial.png, 7, 5, 9, 16, 16, 21
10131_922_adversarial.png, 3, 7, 15, 18, 5, 12
10132_625_adversarial.png, 3, 5, 16, 19, 2, 7
10133_984_adversarial.png, 5, 5, 23, 28, 16, 21
10134_625_adversarial.png, 7, 7, 19, 26, 5, 12
10135_971_adversarial.png, 7, 7, 17, 24, 7, 14
10136_1_adversarial.png, 7, 3, 21, 28, 1, 4
10137_814_adversarial.png, 7, 3, 19, 26, 12, 15
10138_971_adversarial.png, 5, 3, 4, 9, 25, 28
10139_925_adversarial.png, 3, 7, 9, 12, 12, 19
10140_794_adversarial.png, 5, 3, 18, 23, 11, 14
10141_801_adversarial.png, 3, 3, 3, 6, 2, 5
10142_309_adversarial.png, 3, 3, 20, 23, 19, 22
10143_971_adversarial.png, 5, 3, 11, 16, 15, 18
10144_892_adversarial.png, 3, 5, 12, 15, 17, 22
10145_786_adversarial.png, 3, 5, 10, 13, 18, 23
10146_802_adversarial.png, 5, 7, 16, 21, 4, 11
10147_971_adversarial.png, 7, 3, 0, 7, 10, 13
10148_814_adversarial.png, 5, 5, 11, 16, 7, 12
10149_852_adversarial.png, 7, 5, 0, 7, 0, 5
10150_971_adversarial.png, 3, 5, 25, 28, 22, 27
10151_794_adversarial.png, 3, 3, 20, 23, 9, 12
10152_971_adversarial.png, 7, 5, 14, 21, 8, 13
10153_509_adversarial.png, 7, 7, 4, 11, 20, 27
10154_435_adversarial.png, 3, 7, 18, 21, 7, 14
10155_978_adversarial.png, 5, 7, 16, 21, 3, 10
10156_971_adversarial.png, 5, 7, 13, 18, 17, 24
10157_404_adversarial.png, 7, 3, 4, 11, 9, 12
10158_744_adversarial.png, 3, 7, 1, 4, 5, 12
10159_1_adversarial.png, 5, 5, 5, 10, 15, 20
10160_441_adversarial.png, 3, 3, 21, 24, 10, 13
10161_925_adversarial.png, 7, 3, 11, 18, 5, 8
10162_738_adversarial.png, 3, 3, 14, 17, 25, 28
10163_489_adversarial.png, 3, 3, 5, 8, 21, 24
10164_971_adversarial.png, 3, 7, 7, 10, 20, 27
10165_971_adversarial.png, 7, 5, 15, 22, 4, 9
10166_971_adversarial.png, 7, 5, 6, 13, 7, 12
10167_814_adversarial.png, 7, 5, 9, 16, 24, 29
10168_794_adversarial.png, 5, 5, 13, 18, 3, 8
10169_780_adversarial.png, 3, 5, 22, 25, 22, 27
10170_862_adversarial.png, 7, 7, 23, 30, 12, 19
10171_697_adversarial.png, 3, 5, 16, 19, 23, 28
10172_786_adversarial.png, 7, 3, 7, 14, 21, 24
10173_716_adversarial.png, 3, 3, 17, 20, 28, 31
10174_1_adversarial.png, 3, 7, 25, 28, 16, 23
10175_971_adversarial.png, 7, 7, 17, 24, 7, 14
10176_738_adversarial.png, 7, 5, 5, 12, 18, 23
10177_404_adversarial.png, 3, 5, 24, 27, 2, 7
10178_403_adversarial.png, 3, 7, 9, 12, 7, 14
10179_554_adversarial.png, 5, 3, 2, 7, 11, 14
10180_971_adversarial.png, 5, 5, 20, 25, 14, 19
10181_670_adversarial.png, 3, 5, 6, 9, 24, 29
10182_984_adversarial.png, 5, 5, 26, 31, 18, 23
10183_896_adversarial.png, 3, 5, 14, 17, 13, 18
10184_313_adversarial.png, 3, 5, 17, 20, 9, 14
10185_84_adversarial.png, 5, 5, 24, 29, 2, 7
10186_876_adversarial.png, 7, 5, 13, 20, 15, 20
10187_971_adversarial.png, 7, 5, 17, 24, 17, 22
10188_30_adversarial.png, 3, 5, 6, 9, 22, 27
10189_908_adversarial.png, 7, 5, 15, 22, 6, 11
10190_815_adversarial.png, 5, 3, 0, 5, 11, 14
10191_679_adversarial.png, 5, 3, 20, 25, 13, 16
10192_971_adversarial.png, 5, 7, 7, 12, 24, 31
10193_971_adversarial.png, 3, 5, 3, 6, 14, 19
10194_779_adversarial.png, 3, 3, 17, 20, 22, 25
10195_951_adversarial.png, 3, 5, 9, 12, 2, 7
10196_723_adversarial.png, 3, 7, 4, 7, 0, 7
10197_404_adversarial.png, 7, 3, 6, 13, 12, 15
10198_922_adversarial.png, 3, 3, 4, 7, 2, 5
10199_404_adversarial.png, 3, 5, 3, 6, 13, 18
10200_871_adversarial.png, 5, 5, 10, 15, 18, 23
10201_435_adversarial.png, 5, 7, 18, 23, 10, 17
10202_794_adversarial.png, 5, 3, 2, 7, 25, 28
10203_865_adversarial.png, 3, 3, 0, 3, 10, 13
10204_802_adversarial.png, 3, 7, 13, 16, 11, 18
10205_580_adversarial.png, 7, 5, 14, 21, 1, 6
10206_971_adversarial.png, 5, 7, 12, 17, 6, 13
10207_549_adversarial.png, 3, 3, 7, 10, 26, 29
10208_736_adversarial.png, 3, 5, 24, 27, 7, 12
10209_1_adversarial.png, 5, 7, 18, 23, 0, 7
10210_554_adversarial.png, 3, 7, 11, 14, 24, 31
10211_554_adversarial.png, 5, 7, 25, 30, 8, 15
10212_1_adversarial.png, 5, 7, 21, 26, 0, 7
10213_951_adversarial.png, 3, 3, 8, 11, 17, 20
10214_419_adversarial.png, 5, 5, 4, 9, 18, 23
10215_404_adversarial.png, 7, 7, 11, 18, 20, 27
10216_404_adversarial.png, 3, 5, 7, 10, 15, 20
10217_867_adversarial.png, 7, 7, 12, 19, 9, 16
10218_554_adversarial.png, 7, 5, 9, 16, 26, 31
10219_625_adversarial.png, 7, 3, 12, 19, 2, 5
10220_971_adversarial.png, 7, 5, 6, 13, 8, 13
10221_867_adversarial.png, 3, 5, 16, 19, 11, 16
10222_971_adversarial.png, 7, 7, 19, 26, 13, 20
10223_1_adversarial.png, 3, 5, 23, 26, 25, 30
10224_971_adversarial.png, 5, 5, 4, 9, 5, 10
10225_951_adversarial.png, 5, 3, 24, 29, 10, 13
10226_510_adversarial.png, 7, 3, 10, 17, 3, 6
10227_971_adversarial.png, 7, 5, 8, 15, 10, 15
10228_554_adversarial.png, 7, 3, 20, 27, 14, 17
10229_794_adversarial.png, 7, 3, 13, 20, 22, 25
10230_971_adversarial.png, 5, 3, 21, 26, 14, 17
10231_971_adversarial.png, 5, 7, 4, 9, 12, 19
10232_971_adversarial.png, 3, 5, 23, 26, 6, 11
10233_971_adversarial.png, 3, 5, 18, 21, 8, 13
10234_971_adversarial.png, 3, 3, 3, 6, 20, 23
10235_404_adversarial.png, 7, 7, 19, 26, 12, 19
10236_971_adversarial.png, 3, 5, 3, 6, 5, 10
10237_625_adversarial.png, 7, 3, 0, 7, 22, 25
10238_274_adversarial.png, 3, 5, 4, 7, 23, 28
10239_738_adversarial.png, 5, 5, 22, 27, 19, 24
10240_549_adversarial.png, 7, 3, 23, 30, 26, 29
10241_984_adversarial.png, 3, 7, 23, 26, 5, 12
10242_406_adversarial.png, 5, 3, 13, 18, 5, 8
10243_404_adversarial.png, 7, 5, 2, 9, 8, 13
10244_1_adversarial.png, 7, 3, 16, 23, 0, 3
10245_794_adversarial.png, 3, 7, 28, 31, 22, 29
10246_971_adversarial.png, 7, 3, 9, 16, 23, 26
10247_625_adversarial.png, 5, 5, 20, 25, 3, 8
10248_701_adversarial.png, 3, 7, 2, 5, 3, 10
10249_443_adversarial.png, 3, 3, 16, 19, 12, 15
10250_324_adversarial.png, 7, 3, 17, 24, 21, 24
10251_258_adversarial.png, 5, 3, 19, 24, 23, 26
10252_404_adversarial.png, 5, 3, 26, 31, 6, 9
10253_989_adversarial.png, 5, 5, 16, 21, 9, 14
10254_814_adversarial.png, 3, 3, 0, 3, 6, 9
10255_549_adversarial.png, 3, 3, 15, 18, 26, 29
10256_404_adversarial.png, 3, 3, 8, 11, 1, 4
10257_943_adversarial.png, 7, 3, 21, 28, 28, 31
10258_925_adversarial.png, 3, 5, 9, 12, 2, 7
10259_793_adversarial.png, 3, 5, 4, 7, 3, 8
10260_625_adversarial.png, 7, 5, 0, 7, 13, 18
10261_760_adversarial.png, 3, 7, 12, 15, 13, 20
10262_679_adversarial.png, 3, 7, 23, 26, 7, 14
10263_943_adversarial.png, 7, 7, 19, 26, 7, 14
10264_466_adversarial.png, 3, 5, 1, 4, 12, 17
10265_404_adversarial.png, 5, 3, 0, 5, 11, 14
10266_470_adversarial.png, 3, 7, 9, 12, 6, 13
10267_403_adversarial.png, 5, 7, 25, 30, 5, 12
10268_635_adversarial.png, 7, 7, 20, 27, 6, 13
10269_897_adversarial.png, 7, 7, 12, 19, 11, 18
10270_470_adversarial.png, 3, 3, 3, 6, 11, 14
10271_971_adversarial.png, 7, 7, 17, 24, 8, 15
10272_971_adversarial.png, 3, 5, 4, 7, 22, 27
10273_625_adversarial.png, 3, 5, 16, 19, 19, 24
10274_713_adversarial.png, 3, 3, 18, 21, 3, 6
10275_788_adversarial.png, 7, 7, 9, 16, 9, 16
10276_404_adversarial.png, 5, 7, 20, 25, 4, 11
10277_925_adversarial.png, 7, 7, 10, 17, 7, 14
10278_861_adversarial.png, 3, 3, 7, 10, 5, 8
10279_107_adversarial.png, 7, 3, 23, 30, 22, 25
10280_11_adversarial.png, 3, 7, 5, 8, 10, 17
10281_862_adversarial.png, 7, 5, 2, 9, 10, 15
10282_865_adversarial.png, 7, 3, 10, 17, 27, 30
10283_895_adversarial.png, 5, 5, 14, 19, 26, 31
10284_405_adversarial.png, 7, 3, 7, 14, 22, 25
10285_94_adversarial.png, 7, 7, 13, 20, 1, 8
10286_141_adversarial.png, 7, 7, 12, 19, 11, 18
10287_569_adversarial.png, 3, 5, 23, 26, 2, 7
10288_625_adversarial.png, 5, 5, 26, 31, 19, 24
10289_554_adversarial.png, 3, 5, 27, 30, 15, 20
10290_406_adversarial.png, 7, 3, 0, 7, 15, 18
10291_1_adversarial.png, 5, 3, 3, 8, 27, 30
10292_925_adversarial.png, 7, 3, 15, 22, 11, 14
10293_403_adversarial.png, 5, 5, 6, 11, 22, 27
10294_118_adversarial.png, 3, 7, 14, 17, 1, 8
10295_670_adversarial.png, 3, 5, 8, 11, 25, 30
10296_124_adversarial.png, 3, 7, 19, 22, 23, 30
10297_1_adversarial.png, 3, 3, 2, 5, 11, 14
10298_28_adversarial.png, 3, 5, 19, 22, 22, 27
10299_971_adversarial.png, 3, 5, 18, 21, 9, 14
10300_435_adversarial.png, 3, 5, 12, 15, 14, 19
10301_971_adversarial.png, 5, 5, 12, 17, 16, 21
10302_723_adversarial.png, 5, 7, 13, 18, 6, 13
10303_971_adversarial.png, 7, 7, 18, 25, 16, 23
10304_943_adversarial.png, 7, 7, 23, 30, 8, 15
10305_625_adversarial.png, 7, 7, 22, 29, 18, 25
10306_738_adversarial.png, 7, 7, 5, 12, 22, 29
10307_780_adversarial.png, 3, 5, 9, 12, 9, 14
10308_805_adversarial.png, 7, 3, 2, 9, 17, 20
10309_971_adversarial.png, 7, 7, 1, 8, 6, 13
10310_64_adversarial.png, 7, 7, 24, 31, 0, 7
10311_92_adversarial.png, 7, 3, 22, 29, 9, 12
10312_628_adversarial.png, 3, 3, 18, 21, 4, 7
10313_520_adversarial.png, 7, 5, 20, 27, 11, 16
10314_403_adversarial.png, 3, 7, 13, 16, 0, 7
10315_580_adversarial.png, 7, 3, 8, 15, 0, 3
10316_668_adversarial.png, 3, 5, 5, 8, 8, 13
10317_795_adversarial.png, 5, 5, 25, 30, 1, 6
10318_722_adversarial.png, 7, 7, 14, 21, 14, 21
10319_971_adversarial.png, 5, 5, 11, 16, 4, 9
10320_391_adversarial.png, 3, 5, 19, 22, 16, 21
10321_865_adversarial.png, 7, 3, 5, 12, 27, 30
10322_691_adversarial.png, 5, 3, 9, 14, 5, 8
10323_971_adversarial.png, 5, 3, 23, 28, 5, 8
10324_738_adversarial.png, 3, 5, 22, 25, 1, 6
10325_923_adversarial.png, 3, 5, 15, 18, 14, 19
10326_404_adversarial.png, 7, 3, 8, 15, 23, 26
10327_509_adversarial.png, 3, 7, 27, 30, 14, 21
10328_923_adversarial.png, 7, 5, 8, 15, 5, 10
10329_549_adversarial.png, 3, 7, 16, 19, 9, 16
10330_625_adversarial.png, 3, 5, 0, 3, 2, 7
10331_625_adversarial.png, 5, 7, 7, 12, 1, 8
10332_404_adversarial.png, 3, 3, 6, 9, 27, 30
10333_862_adversarial.png, 7, 7, 0, 7, 15, 22
10334_58_adversarial.png, 3, 3, 10, 13, 20, 23
10335_971_adversarial.png, 3, 3, 23, 26, 4, 7
10336_625_adversarial.png, 7, 5, 15, 22, 6, 11
10337_625_adversarial.png, 3, 3, 11, 14, 24, 27
10338_314_adversarial.png, 3, 5, 6, 9, 24, 29
10339_569_adversarial.png, 3, 5, 0, 3, 13, 18
10340_552_adversarial.png, 3, 3, 14, 17, 18, 21
10341_971_adversarial.png, 5, 7, 17, 22, 1, 8
10342_895_adversarial.png, 7, 3, 6, 13, 15, 18
10343_625_adversarial.png, 7, 5, 0, 7, 24, 29
10344_864_adversarial.png, 5, 5, 21, 26, 12, 17
10345_793_adversarial.png, 5, 3, 4, 9, 22, 25
10346_569_adversarial.png, 3, 3, 5, 8, 4, 7
10347_978_adversarial.png, 3, 5, 26, 29, 3, 8
10348_802_adversarial.png, 5, 7, 7, 12, 18, 25
10349_738_adversarial.png, 3, 7, 6, 9, 2, 9
10350_552_adversarial.png, 3, 7, 14, 17, 14, 21
10351_989_adversarial.png, 5, 3, 11, 16, 6, 9
10352_803_adversarial.png, 5, 7, 19, 24, 24, 31
10353_814_adversarial.png, 3, 3, 4, 7, 4, 7
10354_409_adversarial.png, 7, 3, 2, 9, 18, 21
10355_713_adversarial.png, 5, 3, 22, 27, 13, 16
10356_943_adversarial.png, 3, 7, 8, 11, 17, 24
10357_867_adversarial.png, 5, 7, 24, 29, 20, 27
10358_1_adversarial.png, 7, 3, 19, 26, 9, 12
10359_41_adversarial.png, 3, 5, 19, 22, 25, 30
10360_971_adversarial.png, 3, 5, 7, 10, 13, 18
10361_659_adversarial.png, 7, 7, 20, 27, 19, 26
10362_718_adversarial.png, 3, 5, 16, 19, 26, 31
10363_987_adversarial.png, 3, 5, 14, 17, 7, 12
10364_394_adversarial.png, 7, 7, 11, 18, 23, 30
10365_404_adversarial.png, 7, 3, 3, 10, 4, 7
10366_973_adversarial.png, 3, 7, 11, 14, 8, 15
10367_738_adversarial.png, 5, 5, 1, 6, 0, 5
10368_984_adversarial.png, 5, 3, 14, 19, 27, 30
10369_404_adversarial.png, 5, 7, 4, 9, 2, 9
10370_862_adversarial.png, 7, 5, 17, 24, 20, 25
10371_788_adversarial.png, 7, 5, 16, 23, 15, 20
10372_971_adversarial.png, 7, 3, 9, 16, 2, 5
10373_470_adversarial.png, 5, 7, 22, 27, 22, 29
10374_509_adversarial.png, 7, 3, 23, 30, 19, 22
10375_301_adversarial.png, 5, 7, 2, 7, 17, 24
10376_409_adversarial.png, 5, 7, 19, 24, 18, 25
10377_611_adversarial.png, 5, 3, 24, 29, 4, 7
10378_814_adversarial.png, 3, 7, 4, 7, 2, 9
10379_395_adversarial.png, 3, 5, 17, 20, 6, 11
10380_624_adversarial.png, 3, 3, 6, 9, 2, 5
10381_713_adversarial.png, 3, 3, 0, 3, 4, 7
10382_908_adversarial.png, 3, 3, 18, 21, 6, 9
10383_971_adversarial.png, 7, 5, 5, 12, 7, 12
10384_555_adversarial.png, 7, 7, 24, 31, 9, 16
10385_862_adversarial.png, 5, 7, 4, 9, 5, 12
10386_16_adversarial.png, 7, 5, 18, 25, 2, 7
10387_879_adversarial.png, 7, 7, 21, 28, 12, 19
10388_625_adversarial.png, 3, 5, 25, 28, 2, 7
10389_134_adversarial.png, 3, 5, 11, 14, 21, 26
10390_645_adversarial.png, 7, 5, 3, 10, 20, 25
10391_738_adversarial.png, 3, 7, 6, 9, 9, 16
10392_971_adversarial.png, 5, 7, 15, 20, 20, 27
10393_971_adversarial.png, 5, 3, 8, 13, 17, 20
10394_953_adversarial.png, 7, 5, 19, 26, 15, 20
10395_406_adversarial.png, 7, 7, 22, 29, 11, 18
10396_595_adversarial.png, 5, 5, 22, 27, 25, 30
10397_794_adversarial.png, 7, 3, 5, 12, 4, 7
10398_780_adversarial.png, 3, 5, 15, 18, 3, 8
10399_867_adversarial.png, 3, 5, 16, 19, 10, 15
10400_580_adversarial.png, 7, 5, 11, 18, 16, 21
10401_41_adversarial.png, 5, 7, 14, 19, 22, 29
10402_701_adversarial.png, 7, 3, 18, 25, 19, 22
10403_713_adversarial.png, 3, 5, 14, 17, 22, 27
10404_404_adversarial.png, 5, 5, 26, 31, 11, 16
10405_971_adversarial.png, 3, 7, 6, 9, 2, 9
10406_713_adversarial.png, 5, 7, 26, 31, 24, 31
10407_845_adversarial.png, 5, 7, 21, 26, 5, 12
10408_971_adversarial.png, 7, 5, 10, 17, 5, 10
10409_814_adversarial.png, 5, 3, 5, 10, 11, 14
10410_404_adversarial.png, 3, 7, 6, 9, 24, 31
10411_971_adversarial.png, 3, 5, 21, 24, 21, 26
10412_403_adversarial.png, 5, 3, 6, 11, 22, 25
10413_971_adversarial.png, 5, 7, 2, 7, 22, 29
10414_625_adversarial.png, 3, 3, 0, 3, 1, 4
10415_814_adversarial.png, 7, 7, 3, 10, 9, 16
10416_982_adversarial.png, 7, 5, 20, 27, 13, 18
