img,true_label,predicted_class,x,y,g_attack,g_original
b_2551.png,2,4,20,6,11,197
b_2552.png,6,3,15,27,7,231
b_2553.png,1,9,18,11,244,8
b_2554.png,6,2,13,13,0,133
b_2555.png,8,1,25,25,0,187
b_2556.png,5,9,7,17,0,181
b_2557.png,2,6,16,19,12,204
b_2558.png,6,9,26,7,255,114
b_2559.png,7,9,20,14,0,185
b_2560.png,4,7,11,7,255,46
b_2561.png,4,6,25,15,19,153
b_2562.png,9,1,5,7,23,244
b_2563.png,5,4,27,11,6,243
b_2564.png,1,9,12,14,0,143
b_2565.png,1,9,1,5,18,255
b_2566.png,9,1,23,17,47,240
b_2567.png,6,1,16,12,0,122
b_2568.png,4,6,10,20,255,3
b_2569.png,0,2,6,13,12,197
b_2570.png,2,9,27,26,255,126
b_2571.png,2,4,25,12,255,57
b_2572.png,3,0,9,20,11,245
b_2573.png,2,9,27,7,4,180
b_2574.png,5,2,20,26,4,70
b_2575.png,1,9,25,7,254,4
b_2576.png,1,9,17,11,56,245
b_2577.png,1,9,26,27,16,200
b_2578.png,2,5,14,14,0,171
b_2579.png,6,9,27,9,231,8
b_2580.png,5,9,26,26,0,185
b_2581.png,6,9,19,3,8,252
b_2582.png,2,3,11,17,20,249
b_2583.png,0,9,2,21,31,185
b_2584.png,3,5,2,12,29,141
b_2585.png,9,1,3,18,250,32
b_2586.png,4,7,2,25,0,238
b_2587.png,6,3,11,15,0,185
b_2588.png,8,1,16,27,3,239
b_2589.png,6,2,27,23,255,67
b_2590.png,5,3,23,19,0,164
b_2591.png,1,9,13,19,12,203
b_2592.png,0,1,23,13,242,2
b_2593.png,2,6,21,9,227,76
b_2594.png,5,7,27,7,0,147
b_2595.png,6,9,11,17,14,159
b_2596.png,1,9,26,11,1,170
b_2597.png,2,6,20,17,255,13
b_2598.png,6,0,10,17,7,210
b_2599.png,8,0,25,23,0,218
b_2600.png,9,1,27,20,241,42
b_2601.png,2,9,13,17,61,176
b_2602.png,5,9,5,8,7,231
b_2603.png,1,6,24,13,184,16
b_2604.png,6,9,26,15,255,16
b_2605.png,0,2,19,11,37,241
b_2606.png,1,9,7,17,11,180
b_2607.png,1,9,25,9,0,217
b_2608.png,0,2,7,21,0,232
b_2609.png,8,0,10,27,23,245
b_2610.png,1,9,13,11,250,36
b_2611.png,9,1,24,16,255,16
b_2612.png,3,4,5,3,44,186
b_2613.png,3,5,14,23,0,153
b_2614.png,6,9,14,15,2,167
b_2615.png,3,1,22,14,28,217
b_2616.png,9,1,17,13,0,232
b_2617.png,6,2,25,16,255,32
b_2618.png,2,1,20,11,255,46
b_2619.png,7,9,12,19,17,197
b_2620.png,7,5,11,8,229,21
b_2621.png,9,3,1,22,22,180
b_2622.png,6,9,12,27,52,255
b_2623.png,0,1,10,19,3,126
b_2624.png,8,1,27,17,0,213
b_2625.png,0,9,2,19,3,219
b_2626.png,2,9,15,23,13,195
b_2627.png,7,3,23,25,13,255
b_2628.png,1,6,12,17,23,215
b_2629.png,2,0,15,26,2,225
b_2630.png,8,9,9,5,0,248
b_2631.png,3,9,18,11,250,1
b_2632.png,6,2,16,15,0,172
b_2633.png,5,7,19,14,0,157
b_2634.png,5,0,10,11,0,151
b_2635.png,4,5,11,15,3,165
b_2636.png,0,4,19,15,2,194
b_2637.png,2,3,7,21,20,124
b_2638.png,0,9,10,13,3,229
b_2639.png,7,9,21,26,51,179
b_2640.png,2,9,14,7,3,137
b_2641.png,3,9,21,17,0,186
b_2642.png,7,9,25,7,12,139
b_2643.png,1,9,13,19,1,144
b_2644.png,6,2,26,17,255,23
b_2645.png,1,9,17,23,17,150
b_2646.png,2,5,15,27,0,243
b_2647.png,2,0,11,27,2,253
b_2648.png,4,1,17,12,0,196
b_2649.png,0,5,12,11,10,223
b_2650.png,1,9,2,17,0,215
b_2651.png,3,9,26,17,9,152
b_2652.png,3,5,7,3,29,255
b_2653.png,1,9,23,14,3,163
b_2654.png,8,1,26,20,15,118
b_2655.png,0,7,3,15,0,149
b_2656.png,2,6,20,21,0,77
b_2657.png,4,9,24,6,3,162
b_2658.png,0,5,25,11,2,230
b_2659.png,5,9,7,18,0,234
b_2660.png,1,9,27,24,19,134
b_2661.png,3,5,27,12,36,241
b_2662.png,7,9,13,17,0,206
b_2663.png,1,9,13,16,7,201
b_2664.png,6,9,11,9,15,229
b_2665.png,6,1,22,19,255,9
b_2666.png,4,7,15,23,10,134
b_2667.png,5,7,21,13,2,190
b_2668.png,3,6,3,21,255,42
b_2669.png,7,9,23,3,0,155
b_2670.png,4,9,12,9,255,12
b_2671.png,8,1,26,12,248,27
b_2672.png,0,8,22,3,0,223
b_2673.png,1,3,11,14,3,160
b_2674.png,1,9,19,25,0,159
b_2675.png,4,0,26,8,4,173
b_2676.png,2,6,12,6,238,24
b_2677.png,1,9,13,27,11,253
b_2678.png,3,6,10,7,0,158
b_2679.png,2,9,19,7,1,174
b_2680.png,7,9,25,20,21,173
b_2681.png,6,4,27,13,255,73
b_2682.png,6,2,9,16,4,150
b_2683.png,6,5,13,19,1,134
b_2684.png,8,1,27,14,246,68
b_2685.png,2,0,15,3,3,166
b_2686.png,2,1,16,9,255,3
b_2687.png,3,5,8,25,0,178
b_2688.png,1,9,11,17,0,251
b_2689.png,4,1,26,23,0,135
b_2690.png,4,5,7,11,18,220
b_2691.png,9,1,27,11,255,12
b_2692.png,4,1,14,11,255,13
b_2693.png,4,2,21,19,0,236
b_2694.png,4,7,13,11,3,232
b_2695.png,9,1,4,2,0,153
b_2696.png,5,3,11,13,1,198
b_2697.png,2,7,25,12,0,179
b_2698.png,6,2,27,22,255,26
b_2699.png,1,9,19,16,0,115
b_2700.png,3,9,21,1,17,168
b_2701.png,0,9,13,21,255,70
b_2702.png,7,1,13,14,0,195
b_2703.png,7,9,20,27,0,175
b_2704.png,5,1,27,22,233,22
b_2705.png,6,9,13,14,0,186
b_2706.png,4,9,13,27,255,177
b_2707.png,9,1,25,16,5,153
b_2708.png,0,6,10,15,6,172
b_2709.png,3,6,9,6,8,206
b_2710.png,1,9,10,12,0,185
b_2711.png,0,9,27,13,252,61
b_2712.png,3,7,27,27,0,162
b_2713.png,7,6,11,13,0,235
b_2714.png,1,9,17,10,0,170
b_2715.png,5,3,23,13,251,40
b_2716.png,7,4,18,15,5,100
b_2717.png,3,5,21,15,28,209
b_2718.png,7,4,16,4,248,129
b_2719.png,6,9,26,20,242,116
b_2720.png,7,9,21,22,255,60
b_2721.png,5,7,17,3,0,255
b_2722.png,6,9,16,15,255,19
b_2723.png,0,9,22,2,7,174
b_2724.png,0,2,6,23,0,33
b_2725.png,2,8,19,9,0,244
b_2726.png,6,4,24,12,255,63
b_2727.png,3,9,22,4,234,37
b_2728.png,7,9,26,19,0,205
b_2729.png,6,0,23,9,26,219
b_2730.png,6,9,25,7,27,251
b_2731.png,2,6,13,7,255,79
b_2732.png,3,6,19,4,4,152
b_2733.png,8,3,2,7,24,234
b_2734.png,8,9,27,9,39,96
b_2735.png,3,5,7,23,5,240
b_2736.png,3,4,4,23,0,166
b_2737.png,9,0,25,16,18,150
b_2738.png,1,9,9,11,253,13
b_2739.png,9,1,12,26,17,212
b_2740.png,6,2,8,22,255,8
b_2741.png,2,5,20,7,1,150
b_2742.png,3,5,2,26,0,227
b_2743.png,0,1,2,5,41,241
b_2744.png,3,5,15,14,24,255
b_2745.png,0,2,2,25,0,241
b_2746.png,7,9,13,17,0,186
b_2747.png,1,9,23,27,12,155
b_2748.png,1,9,17,12,36,251
b_2749.png,4,3,9,19,23,144
b_2750.png,6,2,25,26,252,59
b_2751.png,6,2,13,17,5,136
b_2752.png,4,2,16,15,255,9
b_2753.png,5,3,4,11,33,183
b_2754.png,3,6,23,7,0,251
b_2755.png,6,9,19,14,10,115
b_2756.png,2,6,25,4,249,12
b_2757.png,3,0,7,20,0,235
b_2758.png,0,9,2,23,1,213
b_2759.png,1,9,15,16,19,124
b_2760.png,8,1,24,16,255,17
b_2761.png,1,6,25,9,0,133
b_2762.png,0,9,21,22,221,10
b_2763.png,1,9,24,26,251,4
b_2764.png,8,1,27,16,247,58
b_2765.png,3,5,14,8,242,0
b_2766.png,5,9,21,18,8,233
b_2767.png,5,9,19,15,0,153
b_2768.png,4,7,24,27,0,209
b_2769.png,1,9,11,17,0,207
b_2770.png,1,8,13,14,0,205
b_2771.png,6,9,11,19,11,176
b_2772.png,5,7,6,12,6,217
b_2773.png,7,4,3,22,236,61
b_2774.png,8,1,10,9,18,142
b_2775.png,3,6,19,26,0,203
b_2776.png,7,1,21,19,17,125
b_2777.png,3,6,7,22,71,222
b_2778.png,2,0,15,25,0,170
b_2779.png,1,9,17,21,252,18
b_2780.png,3,8,15,17,0,223
b_2781.png,7,9,18,4,0,173
b_2782.png,1,9,26,13,255,16
b_2783.png,8,1,26,19,248,50
b_2784.png,6,9,12,11,0,109
b_2785.png,3,1,2,16,3,251
b_2786.png,6,9,27,24,240,1
b_2787.png,5,3,18,22,0,230
b_2788.png,6,4,21,8,3,255
b_2789.png,4,7,26,11,27,157
b_2790.png,9,1,6,23,35,255
b_2791.png,4,1,9,21,0,246
b_2792.png,7,0,12,17,254,24
b_2793.png,2,9,26,15,0,154
b_2794.png,8,1,27,8,255,35
b_2795.png,5,3,25,8,88,210
b_2796.png,5,9,23,18,236,32
b_2797.png,0,5,24,19,11,233
b_2798.png,0,9,21,3,0,228
b_2799.png,9,0,27,9,0,198
b_2800.png,8,1,27,16,240,15
b_2801.png,3,6,19,20,61,252
b_2802.png,4,3,15,15,255,30
b_2803.png,0,3,5,19,0,170
b_2804.png,6,2,9,20,0,239
b_2805.png,5,6,7,17,0,226
b_2806.png,7,1,22,23,0,141
b_2807.png,7,9,17,25,1,168
b_2808.png,8,0,25,16,0,248
b_2809.png,0,2,5,2,20,184
b_2810.png,3,5,15,19,0,145
b_2811.png,0,9,17,4,0,229
b_2812.png,2,3,11,13,0,139
b_2813.png,2,1,22,22,220,13
b_2814.png,6,2,16,11,0,189
b_2815.png,4,1,24,26,0,238
b_2816.png,8,0,21,19,255,9
b_2817.png,4,9,12,6,255,43
b_2818.png,3,4,5,10,248,59
b_2819.png,6,9,26,16,255,52
b_2820.png,2,4,17,3,0,153
b_2821.png,0,7,21,16,248,44
b_2822.png,9,1,5,26,3,230
b_2823.png,1,9,12,17,1,225
b_2824.png,0,1,20,13,241,24
b_2825.png,0,7,19,18,248,32
b_2826.png,2,5,14,18,29,240
b_2827.png,6,3,22,14,11,152
b_2828.png,7,0,16,27,5,186
b_2829.png,5,9,17,3,5,200
b_2830.png,0,4,8,26,0,131
b_2831.png,2,5,13,16,255,16
b_2832.png,4,0,17,27,0,93
b_2833.png,8,0,24,16,255,36
b_2834.png,0,1,17,15,0,194
b_2835.png,6,9,11,12,0,172
b_2836.png,1,9,12,19,3,229
b_2837.png,3,6,18,15,0,141
b_2838.png,9,1,26,12,255,12
b_2839.png,7,9,22,12,255,17
b_2840.png,4,9,9,11,255,41
b_2841.png,1,9,13,11,249,39
b_2842.png,2,7,5,13,8,224
b_2843.png,0,1,27,4,21,167
b_2844.png,0,2,5,25,0,244
b_2845.png,7,1,21,26,0,90
b_2846.png,7,9,21,1,20,252
b_2847.png,5,6,7,11,8,198
b_2848.png,6,2,13,12,0,140
b_2849.png,1,9,27,15,176,38
b_2850.png,0,1,3,17,3,224
b_2851.png,8,9,26,14,255,28
b_2852.png,6,9,27,20,255,46
b_2853.png,5,9,25,27,6,241
b_2854.png,1,9,14,11,0,242
b_2855.png,6,1,24,6,255,104
b_2856.png,1,9,13,18,0,195
b_2857.png,8,0,26,23,0,151
b_2858.png,7,4,5,15,12,248
b_2859.png,7,0,9,19,18,171
b_2860.png,0,2,25,14,75,196
b_2861.png,0,9,11,24,1,197
b_2862.png,4,0,27,5,0,190
b_2863.png,4,9,11,19,10,208
b_2864.png,7,5,2,25,3,240
b_2865.png,8,0,25,11,6,126
b_2866.png,7,2,11,19,242,14
b_2867.png,3,6,21,18,0,222
b_2868.png,4,7,23,25,1,234
b_2869.png,8,1,22,15,255,12
b_2870.png,4,2,15,27,14,185
b_2871.png,6,9,26,14,255,20
b_2872.png,3,5,13,20,0,224
b_2873.png,5,3,23,3,19,252
b_2874.png,0,9,7,12,0,226
b_2875.png,6,5,10,16,0,130
b_2876.png,2,3,3,5,1,161
b_2877.png,1,9,18,5,0,137
b_2878.png,7,2,12,16,0,251
b_2879.png,9,6,19,14,0,211
b_2880.png,0,3,4,25,14,219
b_2881.png,3,6,18,24,2,208
b_2882.png,1,9,11,7,0,205
b_2883.png,3,5,4,24,255,41
b_2884.png,3,4,5,11,55,174
b_2885.png,1,9,8,10,0,228
b_2886.png,6,2,10,16,0,188
b_2887.png,7,9,24,4,0,240
b_2888.png,4,1,12,4,255,109
b_2889.png,3,5,12,15,245,11
b_2890.png,1,9,16,19,0,204
b_2891.png,1,9,10,9,19,245
b_2892.png,6,1,17,17,0,237
b_2893.png,9,1,2,12,255,28
b_2894.png,1,9,20,10,251,55
b_2895.png,1,9,17,13,18,175
b_2896.png,9,0,25,17,5,236
b_2897.png,6,9,27,15,255,17
b_2898.png,3,7,21,21,0,196
b_2899.png,5,3,23,17,44,253
b_2900.png,1,9,20,22,253,117
b_2901.png,5,7,25,18,0,199
b_2902.png,6,2,26,20,255,13
b_2903.png,6,1,23,24,15,215
b_2904.png,6,1,17,14,47,190
b_2905.png,3,0,5,15,0,217
b_2906.png,0,4,21,15,0,167
b_2907.png,1,9,13,18,2,179
b_2908.png,0,9,2,21,0,175
b_2909.png,9,1,26,21,255,73
b_2910.png,1,9,11,27,0,242
b_2911.png,4,1,26,23,2,235
b_2912.png,4,0,4,17,15,228
b_2913.png,4,9,9,16,14,183
b_2914.png,5,1,5,26,22,253
b_2915.png,1,9,23,15,0,248
b_2916.png,6,1,20,13,255,3
b_2917.png,8,9,25,12,247,58
b_2918.png,5,3,25,10,61,216
b_2919.png,3,9,25,18,255,58
b_2920.png,6,2,21,4,0,110
b_2921.png,6,1,10,17,8,193
b_2922.png,4,1,20,17,0,222
b_2923.png,4,1,2,17,29,191
b_2924.png,6,4,27,14,253,6
b_2925.png,6,9,16,12,2,124
b_2926.png,8,0,11,2,7,196
b_2927.png,4,6,20,21,0,169
b_2928.png,5,3,7,12,38,197
b_2929.png,2,6,17,12,21,221
b_2930.png,7,9,21,20,53,177
b_2931.png,3,5,4,6,1,229
b_2932.png,8,9,26,10,241,11
b_2933.png,8,0,19,14,0,255
b_2934.png,0,2,15,13,0,219
b_2935.png,5,1,14,10,0,218
b_2936.png,2,3,25,16,249,0
b_2937.png,2,3,2,27,13,201
b_2938.png,2,9,9,11,255,79
b_2939.png,9,1,11,3,0,208
b_2940.png,4,9,10,19,6,124
b_2941.png,4,0,27,11,0,214
b_2942.png,9,1,25,12,240,33
b_2943.png,4,3,15,9,34,170
b_2944.png,1,9,11,10,1,126
b_2945.png,8,1,27,7,255,80
b_2946.png,1,9,15,13,7,172
b_2947.png,8,0,23,16,3,243
b_2948.png,1,9,13,19,23,196
b_2949.png,9,6,5,5,255,2
b_2950.png,5,3,27,19,15,225
b_2951.png,2,0,11,3,0,235
b_2952.png,2,9,23,10,17,197
b_2953.png,3,5,11,13,1,232
b_2954.png,3,9,26,13,251,36
b_2955.png,7,9,22,13,235,15
b_2956.png,3,9,24,7,0,200
b_2957.png,3,5,12,13,255,2
b_2958.png,3,9,15,17,0,213
b_2959.png,6,1,5,23,45,212
b_2960.png,0,9,12,22,0,237
b_2961.png,5,3,26,27,29,143
b_2962.png,9,1,17,15,0,223
b_2963.png,5,2,23,20,0,249
b_2964.png,5,1,13,4,9,204
b_2965.png,5,3,6,15,255,39
b_2966.png,8,0,20,12,1,144
b_2967.png,0,1,4,6,35,246
b_2968.png,6,9,12,18,0,247
b_2969.png,6,2,19,22,241,42
b_2970.png,2,9,23,25,16,214
b_2971.png,7,4,22,7,16,175
b_2972.png,3,9,26,23,255,31
b_2973.png,9,3,22,20,9,91
b_2974.png,5,3,27,15,6,232
b_2975.png,5,4,5,23,24,192
b_2976.png,6,3,8,13,0,41
b_2977.png,3,9,6,18,249,79
b_2978.png,4,5,24,2,0,219
b_2979.png,6,2,11,12,1,246
b_2980.png,1,9,13,13,35,217
b_2981.png,4,7,15,12,33,130
b_2982.png,1,6,25,8,253,135
b_2983.png,4,2,8,3,255,68
b_2984.png,5,3,27,23,6,171
b_2985.png,4,1,18,23,254,32
b_2986.png,7,9,25,6,249,38
b_2987.png,0,4,7,15,8,197
b_2988.png,4,3,19,18,0,102
b_2989.png,1,6,27,16,42,235
b_2990.png,6,2,9,17,0,242
b_2991.png,8,2,7,16,0,255
b_2992.png,7,5,9,10,255,4
b_2993.png,4,1,10,17,5,216
b_2994.png,0,1,27,27,243,64
b_2995.png,2,9,16,15,10,202
b_2996.png,7,3,3,23,0,209
b_2997.png,4,7,11,9,33,198
b_2998.png,0,4,3,19,64,254
b_2999.png,1,9,24,23,232,57
b_3000.png,0,6,3,23,0,213
b_3001.png,1,9,10,17,15,226
b_3002.png,6,4,26,19,255,87
b_3003.png,9,1,5,8,20,253
b_3004.png,7,9,25,10,0,195
b_3005.png,3,5,12,14,249,5
b_3006.png,5,9,27,26,255,53
b_3007.png,1,9,25,23,0,129
b_3008.png,7,5,13,11,31,245
b_3009.png,3,6,21,20,0,183
b_3010.png,8,0,27,17,0,125
b_3011.png,8,0,22,17,16,204
b_3012.png,0,9,2,5,0,174
b_3013.png,2,0,6,19,26,137
b_3014.png,6,5,12,16,0,129
b_3015.png,7,5,13,15,4,232
b_3016.png,5,1,5,13,0,221
b_3017.png,1,9,13,8,22,157
b_3018.png,9,1,16,9,0,206
b_3019.png,1,9,11,13,28,207
b_3020.png,3,9,16,11,243,33
b_3021.png,8,1,24,15,0,139
b_3022.png,3,9,20,26,21,204
b_3023.png,6,2,21,27,229,20
b_3024.png,7,1,25,5,0,181
b_3025.png,5,4,18,14,197,50
b_3026.png,6,5,2,11,9,252
b_3027.png,9,1,5,18,11,212
b_3028.png,0,9,24,3,22,157
b_3029.png,9,0,9,4,0,222
b_3030.png,8,0,17,19,230,54
b_3031.png,2,5,12,15,255,41
b_3032.png,1,9,13,17,0,226
b_3033.png,4,1,9,17,0,127
b_3034.png,9,1,6,16,255,2
b_3035.png,8,0,18,13,0,162
b_3036.png,8,2,7,11,4,191
b_3037.png,0,1,18,27,15,186
b_3038.png,4,5,21,11,0,185
b_3039.png,6,2,14,13,16,209
b_3040.png,0,1,27,20,252,33
b_3041.png,3,4,12,26,32,134
b_3042.png,3,9,13,6,31,250
b_3043.png,8,0,24,10,0,100
b_3044.png,6,9,23,24,246,24
b_3045.png,2,0,18,14,248,21
b_3046.png,0,8,2,16,15,244
b_3047.png,6,9,12,21,0,170
b_3048.png,2,5,12,10,255,5
b_3049.png,1,9,16,12,0,246
b_3050.png,0,9,3,19,8,159
b_3051.png,3,7,5,18,16,206
b_3052.png,7,9,13,16,0,246
b_3053.png,9,0,1,11,0,253
b_3054.png,7,0,8,23,0,253
b_3055.png,2,3,4,10,0,170
b_3056.png,5,9,26,8,255,18
b_3057.png,2,3,1,19,255,66
b_3058.png,2,4,20,16,189,0
b_3059.png,4,7,19,25,4,217
b_3060.png,0,2,25,16,22,248
b_3061.png,7,5,8,22,201,73
b_3062.png,6,9,11,15,5,212
b_3063.png,6,9,17,13,0,114
b_3064.png,9,1,27,17,77,243
b_3065.png,8,3,21,18,37,238
b_3066.png,6,2,27,13,240,87
b_3067.png,2,9,23,7,3,255
b_3068.png,0,3,4,9,8,242
b_3069.png,0,3,2,25,10,155
b_3070.png,7,9,18,11,245,28
b_3071.png,1,9,24,26,14,218
b_3072.png,7,6,24,5,255,136
b_3073.png,4,7,23,10,4,234
b_3074.png,8,1,25,14,0,85
b_3075.png,8,0,25,10,0,225
b_3076.png,6,1,14,15,0,209
b_3077.png,3,5,3,15,0,244
b_3078.png,2,7,16,24,24,253
b_3079.png,2,0,16,5,22,235
b_3080.png,7,1,16,14,255,57
b_3081.png,8,9,24,12,255,45
b_3082.png,6,9,21,16,8,186
b_3083.png,7,9,7,18,22,226
b_3084.png,1,9,21,10,0,178
b_3085.png,0,3,21,2,0,237
b_3086.png,1,9,13,12,3,153
b_3087.png,8,1,27,14,255,73
b_3088.png,7,0,22,5,0,193
b_3089.png,2,1,24,26,0,210
b_3090.png,5,3,19,16,0,200
b_3091.png,7,9,11,19,0,205
b_3092.png,6,4,27,14,249,6
b_3093.png,9,1,26,14,0,140
b_3094.png,2,1,19,24,7,255
b_3095.png,9,3,6,25,251,6
b_3096.png,5,3,27,9,19,212
b_3097.png,3,5,25,25,141,253
b_3098.png,7,1,27,19,239,13
b_3099.png,8,0,27,17,0,159
b_3100.png,3,6,15,2,0,172
b_3101.png,5,4,7,11,0,202
b_3102.png,5,7,20,17,0,192
b_3103.png,3,9,26,9,214,58
b_3104.png,5,2,19,15,41,218
b_3105.png,5,6,16,13,0,181
b_3106.png,8,0,23,16,255,95
b_3107.png,0,9,1,17,0,253
b_3108.png,6,9,12,16,1,107
b_3109.png,2,9,21,25,0,188
b_3110.png,2,5,19,5,0,197
b_3111.png,7,9,27,7,12,187
b_3112.png,2,4,20,26,255,57
b_3113.png,3,6,5,12,244,72
b_3114.png,7,1,17,25,0,139
b_3115.png,1,9,24,7,254,49
b_3116.png,6,2,15,15,2,205
b_3117.png,4,1,25,5,23,225
b_3118.png,4,7,11,2,0,165
b_3119.png,4,5,12,20,26,143
b_3120.png,4,8,18,8,20,200
b_3121.png,3,9,17,10,2,204
b_3122.png,2,0,5,19,0,183
b_3123.png,1,9,13,18,12,209
b_3124.png,9,2,27,16,19,221
b_3125.png,7,0,13,19,11,244
b_3126.png,9,3,2,7,19,225
b_3127.png,4,9,6,15,0,229
b_3128.png,1,9,13,11,8,225
b_3129.png,4,0,14,25,5,168
b_3130.png,7,9,27,13,3,146
b_3131.png,6,9,10,13,0,94
b_3132.png,3,1,18,21,0,196
b_3133.png,8,4,3,7,19,218
b_3134.png,5,7,20,20,0,146
b_3135.png,2,3,24,20,253,23
b_3136.png,9,0,27,16,0,127
b_3137.png,9,1,18,9,38,246
b_3138.png,7,5,27,19,3,239
b_3139.png,1,9,13,21,0,164
b_3140.png,8,1,26,24,255,24
b_3141.png,3,5,27,8,1,170
b_3142.png,7,3,27,23,0,101
b_3143.png,4,2,27,25,40,237
b_3144.png,1,9,17,19,0,112
b_3145.png,3,5,15,17,0,212
b_3146.png,8,3,3,9,0,204
b_3147.png,5,7,22,14,0,172
b_3148.png,2,3,3,20,23,249
b_3149.png,0,9,1,17,0,241
b_3150.png,2,9,17,24,0,234
b_3151.png,6,3,13,17,0,220
b_3152.png,9,0,3,11,0,186
b_3153.png,6,3,20,27,12,138
b_3154.png,0,9,8,8,0,157
b_3155.png,1,9,12,14,255,19
b_3156.png,5,6,19,21,13,245
b_3157.png,9,3,2,5,223,104
b_3158.png,9,1,17,3,0,255
b_3159.png,6,7,3,12,0,245
b_3160.png,2,6,20,18,11,136
b_3161.png,1,2,21,15,255,63
b_3162.png,0,9,26,14,255,34
b_3163.png,4,1,8,15,11,89
b_3164.png,1,9,9,1,124,253
b_3165.png,0,8,13,8,34,203
b_3166.png,7,1,23,2,0,227
b_3167.png,9,1,24,17,253,87
b_3168.png,1,9,20,21,255,74
b_3169.png,0,9,1,20,24,249
b_3170.png,1,9,25,21,255,2
b_3171.png,7,2,19,27,60,139
b_3172.png,9,2,22,20,208,20
b_3173.png,6,3,15,16,0,173
b_3174.png,6,5,14,15,3,169
b_3175.png,0,1,9,26,34,232
b_3176.png,1,9,11,20,0,187
b_3177.png,3,1,26,15,0,145
b_3178.png,8,0,27,13,0,165
b_3179.png,2,9,27,15,255,66
b_3180.png,6,9,22,10,244,7
b_3181.png,6,3,3,22,0,255
b_3182.png,6,1,8,16,255,80
b_3183.png,5,9,25,3,21,180
b_3184.png,5,3,7,4,0,113
b_3185.png,6,9,27,7,255,16
b_3186.png,2,6,12,3,255,62
b_3187.png,7,3,3,12,6,228
b_3188.png,7,5,16,25,0,165
b_3189.png,4,9,23,4,247,70
b_3190.png,1,9,11,20,4,216
b_3191.png,4,2,13,21,13,215
b_3192.png,1,9,18,15,255,109
b_3193.png,9,1,6,8,24,251
b_3194.png,5,9,27,7,226,11
b_3195.png,3,7,13,27,0,207
b_3196.png,5,0,2,16,0,252
b_3197.png,2,4,17,12,254,108
b_3198.png,5,3,5,15,255,8
b_3199.png,3,9,23,16,255,58
b_3200.png,1,9,13,13,0,193
b_3201.png,7,5,12,15,255,39
b_3202.png,7,2,21,14,9,248
b_3203.png,4,9,24,22,255,97
b_3204.png,9,1,5,3,80,233
b_3205.png,5,3,14,20,0,245
b_3206.png,3,5,10,15,0,173
b_3207.png,0,1,17,22,0,185
b_3208.png,6,1,17,11,12,208
b_3209.png,9,1,10,9,10,146
b_3210.png,6,1,13,19,0,158
b_3211.png,6,5,3,15,0,211
b_3212.png,0,1,16,15,0,131
b_3213.png,2,0,7,11,14,253
b_3214.png,5,2,5,17,8,176
b_3215.png,2,5,21,26,29,151
b_3216.png,2,5,10,3,0,135
b_3217.png,9,1,26,16,249,35
b_3218.png,3,9,22,12,0,164
b_3219.png,8,0,25,19,15,187
b_3220.png,9,1,24,18,255,72
b_3221.png,8,0,8,27,0,230
b_3222.png,3,5,2,5,252,79
b_3223.png,2,4,27,14,255,21
b_3224.png,2,9,22,10,255,9
b_3225.png,3,5,26,15,0,244
b_3226.png,8,0,18,14,255,34
b_3227.png,1,9,20,9,255,82
b_3228.png,1,9,17,17,5,215
b_3229.png,7,9,25,5,0,255
b_3230.png,9,4,26,12,246,1
b_3231.png,1,9,17,8,7,248
b_3232.png,3,4,5,10,0,196
b_3233.png,1,9,11,11,0,185
b_3234.png,5,3,19,6,1,216
b_3235.png,5,3,16,26,216,19
b_3236.png,6,4,5,21,18,135
b_3237.png,7,3,4,27,0,232
b_3238.png,6,1,19,14,0,166
b_3239.png,0,9,26,7,1,255
b_3240.png,0,2,7,8,0,246
b_3241.png,5,3,6,12,0,131
b_3242.png,7,9,27,18,29,146
b_3243.png,5,3,12,4,0,199
b_3244.png,2,1,15,8,245,17
b_3245.png,0,1,9,25,0,141
b_3246.png,6,9,13,6,0,242
b_3247.png,3,2,18,17,0,118
b_3248.png,6,9,27,12,234,14
b_3249.png,5,2,4,27,240,72
b_3250.png,5,3,3,3,0,185
b_3251.png,4,7,23,11,0,131
b_3252.png,4,7,11,16,0,207
b_3253.png,0,9,26,12,255,0
b_3254.png,5,9,25,27,39,250
b_3255.png,1,9,11,9,27,243
b_3256.png,6,9,12,16,0,97
b_3257.png,3,9,10,15,1,122
b_3258.png,2,0,19,25,13,231
b_3259.png,7,9,21,26,15,221
b_3260.png,7,5,1,24,3,242
b_3261.png,9,1,10,25,0,162
b_3262.png,0,1,23,17,255,21
b_3263.png,8,0,27,14,0,245
b_3264.png,4,9,7,20,0,157
b_3265.png,8,2,25,20,255,42
b_3266.png,6,1,27,16,254,34
b_3267.png,2,6,20,6,252,30
b_3268.png,0,8,3,23,0,241
b_3269.png,3,2,21,20,6,185
b_3270.png,2,0,6,3,0,191
b_3271.png,0,8,2,17,8,224
b_3272.png,1,9,13,17,2,154
b_3273.png,1,9,16,15,36,208
b_3274.png,4,3,13,11,0,244
b_3275.png,3,9,23,8,255,104
b_3276.png,3,9,16,5,255,58
b_3277.png,6,1,27,17,0,174
b_3278.png,4,5,23,23,0,194
b_3279.png,6,2,12,17,0,156
b_3280.png,1,9,13,12,253,2
b_3281.png,2,7,4,8,0,193
b_3282.png,1,9,21,14,249,29
b_3283.png,4,5,11,23,6,188
b_3284.png,8,6,23,15,0,243
b_3285.png,0,4,21,19,12,181
